ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Soil_Type,Horizontal_Distance_To_Fire_Points
2422101554325,3167,192,15,108,9,1873,218,251,163,7202,4233
2422151333833,3200,156,15,201,45,1392,236,241,131,7202,1738
2424080616445,3387,270,1,878,203,1060,216,238,160,7755,636
2425816435811,3301,300,17,366,63,883,172,231,199,7202,1440
2425887501323,3318,74,8,437,-14,937,230,226,129,7756,3537
2425987115130,3285,263,8,601,101,524,201,244,182,7202,1434
2426317902055,3017,341,9,268,52,531,201,226,165,7201,480
2428310681609,3204,63,9,376,62,1276,228,222,127,7201,5010
2429658378947,3068,81,6,90,6,1084,228,230,136,7202,1597
2430706476829,3087,323,5,0,0,1237,208,235,166,7202,1601
2432584586140,3312,232,23,212,4,1846,177,253,207,7756,3876
2436542050377,3347,112,13,659,18,849,242,226,111,8771,4455
2437769896335,3220,16,20,335,83,1061,200,195,127,7201,5133
2439597808801,3314,353,11,552,67,847,200,220,158,7202,1263
2440245605338,3263,333,11,457,78,607,196,226,170,7700,153
2440544556935,3414,253,7,960,237,1064,204,245,179,8776,671
2444349837503,3138,114,3,60,-2,1209,224,236,147,7101,4778
2449175361079,3313,28,21,60,5,1947,207,190,111,8771,4800
2449727965793,3159,286,20,42,3,703,160,235,213,7202,2155
2452115160854,3132,351,6,85,0,1482,210,230,159,7202,1154
2452296186865,3268,323,5,598,50,612,208,235,166,7202,1495
2454335351289,3258,88,14,511,124,902,241,215,101,7201,5405
2454414549002,3136,0,9,335,-41,828,207,223,154,7201,1040
2458947773286,3273,5,13,300,44,1326,204,215,148,7202,1950
2461172634239,3414,48,7,426,85,1211,223,225,138,8703,3877
2462028397520,3305,351,12,446,40,1168,198,219,159,7756,553
2464937312168,3336,349,11,90,4,1563,200,222,160,7202,1844
2467558085190,3187,315,6,150,13,594,205,235,170,7201,997
2468250025682,3170,9,15,175,38,607,202,210,142,7202,1944
2468773915224,3308,149,20,534,147,1676,242,234,112,7757,1249
2470032684215,3355,99,25,684,63,997,251,197,59,8776,5521
2470801838498,3233,178,21,362,72,953,225,247,144,4758,1999
2473900049888,3193,24,10,162,11,216,215,218,139,7202,1296
2477127791513,3067,45,5,67,5,1103,221,229,143,7202,1651
2477865382431,3226,117,12,480,105,488,240,229,118,7756,700
2478414663698,3369,45,13,365,14,1124,223,211,120,8771,3803
2479086434807,3080,310,4,212,23,150,209,237,167,7202,1860
2479468558046,3022,323,14,240,32,335,184,225,180,7201,366
2481653346161,3309,280,25,524,203,480,144,233,225,7201,918
2482105756262,3102,317,9,175,22,124,195,232,176,7202,1350
2482389984863,3148,276,14,134,23,120,181,242,200,7201,488
2483159768331,3354,128,12,153,31,1584,239,233,122,8771,3304
2485449032580,3158,219,3,120,0,742,216,243,164,7202,2409
2486249466124,3233,101,20,85,15,1739,249,209,80,7757,1590
2487022792935,3354,328,26,488,162,618,149,200,186,7757,663
2487140390495,3237,151,2,0,0,700,222,239,152,7101,1050
2488893759119,3256,97,18,319,61,1557,246,211,88,7757,1332
2489453722468,3162,238,6,150,3,713,209,245,173,7202,2439
2490892170116,3325,311,17,732,151,830,170,225,194,7757,514
2493381205870,3136,267,20,255,42,190,166,244,215,7201,2399
2495070913561,3100,336,3,480,15,1203,213,235,160,7202,1230
2495793185191,3176,232,18,162,29,1302,188,253,199,7201,4514
2496786245243,3142,322,6,30,4,760,205,234,168,7202,1146
2497409676246,3225,261,9,242,64,636,199,245,185,7757,2558
2497607720956,3237,114,9,319,65,1825,236,231,125,7757,1415
2497817855899,3331,34,19,524,32,1482,214,195,111,7700,5113
2500567512629,3210,319,5,240,35,551,206,235,168,7202,902
2500907820650,3159,333,8,366,-26,1099,201,229,168,7700,808
2501636350098,3195,339,6,295,33,1343,207,232,163,7202,2140
2505659100159,3407,101,8,0,0,1842,233,230,129,8703,3264
2507285082076,3288,122,17,626,127,1187,247,224,99,4758,1816
2510211095934,3196,63,16,150,2,2137,232,206,101,7202,4357
2512272220621,3235,126,4,212,20,912,227,237,145,8776,1140
2512682174712,3369,110,9,677,40,1041,236,230,126,8771,4257
2513484503182,3292,22,11,95,9,1907,213,217,139,7201,4778
2514187393209,3256,76,20,124,30,1706,240,199,80,7757,1585
2517589746321,3213,108,19,552,81,658,249,214,85,7201,5683
2519688448571,3297,124,13,485,105,342,241,231,117,7756,745
2520219246412,3164,205,8,124,5,769,216,247,167,7202,2419
2520716327676,3181,146,10,0,0,1851,234,239,135,7101,1660
2521318786113,3210,18,8,404,26,540,215,224,146,7202,902
2522776053526,3298,97,15,518,31,794,244,216,98,8776,5700
2523030210136,3297,243,19,150,50,1050,180,251,206,7201,1570
2524803828015,3367,111,12,301,34,999,241,226,113,7756,3765
2527546427385,3223,125,13,255,51,1771,242,230,114,7202,1482
2528942833879,3261,300,14,390,77,324,179,233,194,7202,1532
2532549883342,3287,51,7,618,126,1138,224,225,137,4758,1816
2536754362906,3244,255,28,60,13,2038,144,244,230,7201,3932
2537191424288,3119,338,5,30,0,1421,209,233,162,7202,1265
2537438005287,3161,297,9,30,4,1348,195,237,182,7700,1172
2537705399514,3177,332,14,175,-8,1315,188,222,173,7700,735
2538583623876,3152,317,23,402,77,339,152,213,197,7201,1421
2540420376975,3123,333,7,566,-62,926,205,232,166,7202,1047
2540674513461,3391,128,8,295,52,1826,234,235,133,8771,3099
2542999484297,3216,240,9,351,32,365,203,248,182,7202,1092
2546832772657,3345,115,16,270,12,934,245,223,102,7756,3713
2548976610161,3138,354,6,323,-39,732,209,229,158,7201,1075
2549755848324,3387,131,15,660,58,1158,243,231,113,7756,4113
2551177542759,3276,195,17,384,126,1570,215,252,166,7756,4153
2555290008949,3160,23,9,190,16,1406,215,221,142,7201,4740
2555379759304,3336,18,5,350,73,1019,216,230,151,7202,1355
2557686790469,3163,208,11,201,27,607,212,250,172,7202,2523
2559162673280,3227,141,17,268,67,1667,243,233,114,7202,1516
2561621495876,3306,53,16,467,81,1209,227,204,106,8771,1761
2562086689343,3255,0,4,384,56,457,214,232,156,7202,1340
2562369642935,3217,157,12,309,37,524,233,242,137,7202,895
2563765984735,3098,90,2,360,13,1289,222,236,150,7202,1325
2564721477391,3326,356,10,371,-5,1421,204,222,156,8776,1958
2564925574544,3156,332,9,258,-29,1265,198,228,170,7700,853
2565526908486,2995,315,7,108,1,713,201,234,172,7202,1423
2567198366885,3206,114,18,404,128,361,248,219,93,7756,2658
2567802762799,3173,351,3,67,2,488,214,234,158,7202,1243
2568602076000,3325,160,22,566,160,1655,237,239,121,7757,1254
2569250867293,3267,323,11,576,49,607,191,228,177,7202,1524
2571379064774,3076,326,13,60,19,323,189,226,177,7202,700
2571760103761,3210,276,20,300,103,240,161,240,216,7201,663
2573883692443,3449,163,10,524,-3,1476,230,243,145,8703,3827
2576116403380,3369,122,9,150,30,1657,235,233,129,8771,3260
2579107909649,3160,330,15,537,-5,722,183,220,176,7757,1734
2582354823163,3287,6,10,664,89,1215,208,222,150,7700,1758
2582854365019,3155,145,15,212,65,162,239,237,123,7756,2707
2582987255072,3131,111,9,210,20,268,236,230,125,7202,5476
2584019861978,3130,330,8,240,-16,663,201,231,169,7202,1243
2591830409203,3390,272,25,474,42,660,146,238,227,8776,1084
2592113939493,3335,319,16,513,140,696,176,224,187,7757,514
2593839765076,3001,346,12,60,9,192,197,221,162,7201,242
2596684241276,3187,312,24,350,149,124,148,214,203,7201,2176
2599364461667,3145,321,23,417,81,361,155,211,193,7201,1634
2599585115882,3239,129,18,228,41,1651,247,226,100,7757,1410
2600008923301,3286,324,8,592,87,674,199,231,172,7202,1134
2602735265235,3146,260,22,242,49,228,163,246,218,8776,2391
2607000960723,3219,141,22,180,53,600,246,228,99,4758,2118
2608381679402,3328,249,14,553,-9,1506,189,250,198,7757,4082
2609355180603,3149,196,9,120,13,553,218,248,163,7202,2550
2610232372844,3144,6,6,285,-33,891,212,227,153,7201,976
2610767136027,3288,332,31,247,59,730,134,185,182,7757,1249
2611606019259,3212,312,12,324,28,180,186,231,184,7202,1974
2615987875671,3248,273,14,553,65,666,182,243,200,7202,834
2616281297053,3307,95,15,134,-18,2442,243,217,99,8776,4194
2616358362233,3286,90,19,295,18,2297,245,206,81,8772,4406
2616403396169,3343,309,15,834,144,900,179,230,191,7202,890
2617813444150,3275,43,8,492,76,1218,222,222,136,7756,618
2618087060770,3116,302,13,242,87,636,182,233,191,7201,1310
2618241067683,3236,315,4,242,21,834,208,236,167,8776,1050
2618909596425,3177,324,10,362,22,1182,194,229,175,7202,2337
2622438035584,3114,342,6,430,29,1293,208,231,162,7202,1230
2624458222739,3127,83,6,190,-2,648,229,230,135,7101,2385
2625425420745,3125,286,13,190,31,134,183,239,196,7201,977
2627411278163,3134,323,7,153,-12,706,202,233,170,7202,1203
2628069978146,3421,79,11,150,12,1739,234,220,117,8703,3425
2629795264862,3106,315,11,255,59,693,191,231,180,7201,1071
2630052640671,3113,292,7,60,6,1294,201,239,178,7700,1415
2630909681529,3300,357,16,0,0,1440,194,210,152,7202,1661
2631110269216,3396,167,12,792,236,1421,230,244,145,7755,1034
2631604405564,3276,293,8,589,78,1132,198,239,180,7700,1698
2632812023953,3202,356,14,228,18,134,197,214,154,7202,1867
2634990973518,3097,283,17,153,54,514,171,239,207,7201,1528
2635536012500,3249,241,24,150,21,576,166,251,216,8776,1293
2636022535015,3180,151,20,319,87,255,241,235,113,7701,2981
2636589766181,3372,85,10,371,39,1084,235,222,118,8771,3813
2640571901030,3220,32,22,127,29,1020,209,187,105,7202,1999
2645991943370,3317,72,26,469,104,1131,239,179,54,8771,1718
2646254605035,3222,220,4,446,66,390,215,243,165,7202,1908
2646744410552,3251,4,15,0,0,1956,200,211,147,7201,4622
2646963636481,3115,290,19,228,71,384,165,234,208,7201,1661
2647444705788,3276,202,20,532,-54,497,206,253,174,7202,3218
2652514944394,3364,22,13,30,0,1595,212,213,136,8703,3415
2653701298061,3154,171,12,108,21,1006,228,245,147,7202,2106
2660773625060,3279,244,11,339,0,1718,197,249,189,7756,4055
2661300313474,3313,322,11,741,129,764,192,229,177,7202,1082
2662617037473,3216,328,15,324,75,642,182,221,179,8772,1765
2663624134032,3102,303,20,170,53,300,161,226,204,7201,1869
2664971566323,3114,322,13,283,42,212,187,227,179,7201,1468
2665309746509,3299,135,21,700,163,997,247,226,96,8776,5490
2667930954919,3302,210,8,618,141,1048,214,247,169,4758,1731
2668901721684,3356,337,34,255,107,900,126,172,172,8772,1450
2670334431795,3229,339,12,258,31,721,193,222,168,7202,1839
2671426116347,3324,355,16,150,40,1917,191,209,154,7202,1983
2672529002056,3401,167,16,85,17,2270,232,244,138,7756,3362
2672702629285,3416,325,29,212,113,1243,135,194,191,8772,1608
2673114412717,3473,11,13,764,227,1032,206,213,143,8776,1041
2677131519909,3291,31,11,404,73,1211,217,216,133,8771,1805
2677483734722,3331,300,18,417,139,582,166,229,202,7757,543
2679939209112,3321,172,9,721,0,679,226,245,151,7757,4524
2680082799948,3232,20,14,268,71,774,209,209,134,8772,1832
2682022717142,3106,351,10,270,21,509,202,223,159,7201,832
2683026506824,3194,117,5,300,33,1126,229,235,139,7202,1983
2686031098858,3188,41,15,459,46,1018,221,206,117,7202,2563
2686380205600,3391,96,18,297,58,1091,246,210,86,8703,3960
2687859826371,3243,96,19,108,25,1714,247,209,84,7757,1574
2689724213187,3095,344,8,42,2,256,205,228,162,7202,2081
2690743463477,3209,136,14,272,60,1323,241,234,119,7202,1765
2691876879340,3169,102,12,212,35,810,239,225,114,7757,2236
2694297222528,3186,112,11,60,-5,2250,239,228,118,7202,4145
2699681715150,3272,27,8,362,88,382,217,223,142,7202,1422
2700302081643,3031,318,13,319,61,551,187,228,182,7201,488
2702022004827,3183,118,16,218,22,979,245,225,104,7202,2096
2704383009961,3449,331,2,60,-3,1909,213,236,160,8703,3362
2704807392006,3233,147,13,283,72,1697,238,238,128,7202,1489
2705652795561,3026,16,7,30,-4,930,214,226,148,7202,1605
2706107259287,3381,244,20,42,3,2121,176,251,209,7756,3486
2707149378448,3271,250,21,404,124,1337,169,249,214,7756,4320
2709358892692,3169,90,10,67,8,891,236,224,118,7202,2236
2709896469424,3139,145,17,212,48,120,241,235,118,7756,3037
2709976918309,3218,143,20,351,85,1170,244,231,107,7757,1878
2710845873247,3240,270,2,534,44,510,213,240,165,7202,1660
2710871636892,3160,343,6,180,25,834,208,231,161,7201,1155
2712089766774,3221,35,16,30,9,1998,216,202,117,7202,4499
2715609530688,3081,315,6,170,4,162,203,235,171,7202,1944
2716902229040,3146,85,11,192,19,365,236,222,116,7202,5474
2718253719812,3001,327,13,120,11,255,187,225,177,7201,255
2722260418675,3136,67,6,150,3,631,227,228,135,6731,2418
2723385809553,3216,318,11,218,37,497,190,230,179,7202,938
2724448827910,3283,214,7,633,99,564,214,247,169,7202,1397
2726612494652,3245,333,9,108,8,573,200,229,168,7756,1172
2727637642103,3212,94,14,201,0,2184,241,219,105,7202,4366
2727730660349,3120,333,6,582,-65,914,205,232,165,7202,1073
2731563431724,3182,356,3,212,-15,85,214,234,157,7202,1505
2731944014416,3199,217,9,30,4,1060,211,249,174,8776,1148
2735086119725,3414,186,9,999,241,1110,222,247,159,8776,684
2735537727455,3200,317,22,531,131,467,155,214,196,7201,1513
2735582749815,3371,121,6,408,53,1831,230,235,139,8771,3051
2735880403303,3340,331,20,210,8,1591,167,210,180,8771,1967
2736675843946,3148,267,12,30,6,638,188,245,196,7202,2166
2738285135626,3248,359,12,216,49,306,202,219,153,7202,1384
2738535304895,3286,260,8,212,45,960,200,245,183,7201,1622
2738978381606,3225,285,9,0,0,1142,194,240,186,7202,1905
2740306551940,3223,276,7,469,7,446,200,242,181,7202,1826
2740697951336,3257,193,20,309,104,1612,213,252,164,7756,4177
2740801025267,3304,160,24,124,44,2482,236,237,117,7757,3591
2742661746559,3083,41,5,95,-1,1252,221,228,143,7202,1593
2743002097927,3237,227,15,319,90,1421,196,253,191,7756,4308
2743161421953,3252,31,16,30,1,2007,214,203,120,7202,4629
2743578250146,3213,320,4,335,71,400,210,236,164,7745,2023
2744089758435,3173,259,23,300,76,234,159,246,221,8776,2325
2744594739851,3232,39,9,190,32,1041,221,219,133,7756,981
2746589928196,3195,306,8,210,21,616,197,235,178,7201,934
2749274955231,3222,358,6,295,44,1057,211,229,156,7756,577
2749965939458,3199,294,10,108,15,391,192,238,186,7202,1057
2751583501351,3264,38,21,595,69,967,215,190,102,7757,1652
2751872032016,3362,299,14,900,163,967,180,234,194,7202,824
2751904480082,3290,204,28,0,0,2591,192,251,178,7757,3611
2753240515688,3279,309,18,540,95,677,167,225,197,7757,212
2753249514293,3189,131,17,108,29,1572,246,228,104,7202,1678
2753495240243,3110,294,9,150,13,85,194,238,184,7201,872
2756693330129,3067,331,15,60,5,330,184,221,176,7201,720
2761151294042,3446,6,19,806,210,1008,193,200,141,8776,960
2764148057668,3388,110,6,335,25,604,230,234,138,8776,793
2766481461584,3244,251,11,558,48,510,195,248,191,7202,1630
2768494954947,3338,13,16,42,6,1620,203,207,138,7202,1812
2768772428061,3266,44,15,339,15,1626,222,205,114,7201,4839
2769403052839,3197,294,23,330,91,285,150,227,215,7201,805
2769413413194,3369,66,10,661,115,2187,230,220,122,8771,2706
2770645004449,3313,338,8,738,129,743,204,229,165,7202,1129
2770710359696,3225,265,17,30,7,1084,174,245,209,7202,1899
2770748151736,3103,329,11,234,34,170,194,227,173,7202,1513
2771338238769,3245,11,12,127,16,1273,207,214,144,7202,1983
2771458668309,3004,304,10,210,34,361,192,235,183,7201,295
2772596535478,3125,4,8,300,40,618,210,225,153,7201,953
2775609540407,3144,333,4,120,12,750,210,234,163,7202,1130
2777103775217,3142,326,7,42,-4,741,203,232,168,7202,1200
2779638695701,3251,86,10,513,117,866,235,223,119,7201,5437
2782952831939,3079,315,11,60,14,1045,192,231,180,7700,1776
2784866142019,3185,12,13,342,0,1622,207,214,143,7756,819
2787398112130,3230,244,13,150,15,780,193,250,194,7756,1061
2788385613333,3161,88,17,67,15,883,243,210,91,7202,2221
2789226572253,3220,120,14,150,-15,2466,243,228,111,7202,3887
2791580408468,3372,120,4,201,27,2312,226,236,145,7756,3511
2791723315929,3204,213,24,182,51,1640,190,254,189,7201,4262
2791922220918,3136,113,7,277,25,277,233,233,132,7202,5575
2792777408759,3335,321,20,577,143,765,164,216,189,7757,446
2796666238748,3347,139,9,295,16,1106,234,238,135,7756,3636
2797223358541,3348,202,17,295,54,2376,210,253,173,7756,3546
2797371007254,3171,340,5,120,-2,700,210,233,162,7201,1092
2798782493131,3099,346,8,335,14,516,205,228,161,7201,808
2799057004021,3238,147,11,108,-30,2539,235,239,133,7202,3768
2799267301491,3232,70,15,404,98,875,235,210,102,7201,5318
2799496049676,3153,333,8,319,-24,999,201,229,168,7700,872
2799786928582,3129,54,17,134,31,95,228,202,102,7202,2008
2804392170086,3218,237,23,190,17,1940,173,252,210,7201,4082
2805370665679,3371,53,2,295,48,1734,221,234,150,8771,3156
2807709138922,3268,29,2,0,0,708,218,233,152,7756,874
2808588381362,3199,310,11,0,0,1001,189,232,183,7202,2011
2809378138937,3185,159,14,108,10,1637,234,242,135,7202,1641
2809744820138,3165,352,9,134,11,1450,205,225,158,7700,984
2810645282086,3173,333,8,342,-12,1149,201,229,168,7700,726
2810959444231,3260,150,18,404,85,1804,240,236,119,7757,1355
2818230442853,3180,328,9,0,0,1273,199,230,170,8776,1082
2819083568769,3200,315,22,516,123,457,155,215,198,7201,1387
2819578093615,3331,289,17,830,142,872,170,236,205,7201,942
2819751495687,3377,179,19,124,22,2270,225,248,148,7756,3480
2820520139343,3383,30,10,400,5,1200,217,217,135,8703,3814
2822029493391,3254,234,10,228,13,1847,203,249,183,7756,4050
2822225109010,3182,49,20,228,33,1621,223,191,93,7201,4622
2823574711510,3182,85,10,319,83,277,235,222,118,7756,2543
2825291749524,3220,151,21,201,54,799,241,234,111,4758,2089
2825767284306,3166,102,17,67,8,953,246,216,93,7202,2203
2826430536470,3314,280,21,700,115,780,157,237,217,7201,1026
2826668701015,3205,4,4,242,21,212,215,232,155,7202,1208
2829966142528,3462,306,4,360,9,1668,208,237,168,8703,3654
2832264604087,3184,295,16,30,2,1585,174,234,199,7756,543
2832360856151,3128,15,15,170,14,474,206,209,138,7201,1976
2833690554335,3226,257,13,433,20,503,190,247,195,7202,1812
2836974105582,3104,334,15,30,4,454,185,219,173,7202,842
2836992283422,3404,149,13,247,-60,1888,236,239,130,8771,3077
2841658458571,3253,132,16,376,72,1645,245,229,108,7757,1276
2841788169989,3355,127,14,446,64,1945,243,230,112,7202,2947
2843795412683,3188,4,18,190,47,649,193,202,144,7202,1908
2844867205509,3117,358,8,330,32,594,208,225,155,7201,912
2844950952211,3204,42,24,283,67,916,216,180,88,7201,5171
2848232750809,3173,218,20,120,16,1848,195,254,190,7202,4232
2848242402491,3316,252,11,661,143,774,196,248,190,7757,424
2848419996495,3242,108,7,42,3,743,232,232,133,7101,990
2850105849190,3142,163,5,95,8,760,225,241,151,7202,2321
2850394487394,3292,169,7,664,131,1265,226,243,151,7700,1738
2851522607608,3057,32,3,30,0,918,219,232,150,7201,1707
2851748358117,3278,200,22,124,40,2419,206,253,172,7757,3648
2853206934871,3089,327,7,192,26,127,204,233,168,7202,1668
2854769809705,3233,211,13,297,86,1442,209,252,177,7756,4305
2862564870622,3121,316,13,283,45,228,185,228,183,7201,1360
2862576453516,3214,355,15,67,15,1065,195,213,154,7202,2044
2862753709306,3245,297,19,541,71,755,165,231,205,7202,674
2863864719710,3463,294,10,618,174,1074,191,238,187,8776,1290
2864125056971,3199,18,18,85,8,1008,204,201,129,7202,2039
2865831908219,3400,92,9,0,0,1837,234,227,124,8703,3245
2866594147020,3367,308,23,459,149,819,151,219,205,7757,1208
2867614555061,3123,315,8,210,-23,730,200,234,174,7202,1116
2869323432787,3081,291,19,120,42,420,164,234,209,7201,1756
2870944169983,2995,324,12,120,5,277,189,227,177,7201,234
2872216573818,3269,98,23,342,74,1530,250,201,66,7757,1315
2873103466435,3322,84,11,42,5,1273,235,222,117,8771,1471
2874074702430,3087,342,2,313,44,418,214,235,159,7202,666
2875127835662,3073,333,7,134,4,108,203,230,166,7202,1974
2875616891698,3141,343,7,335,-36,914,205,229,162,7202,957
2876763693951,3178,58,18,247,45,685,230,200,97,7201,5334
2877143040778,3445,353,6,745,219,1087,210,230,158,8776,987
2878347099357,3453,217,5,272,0,1723,215,244,166,8703,3573
2880272337985,3275,32,16,85,16,1883,215,204,122,7201,4708
2880578153470,3169,333,9,277,-16,1190,200,229,168,7700,738
